title,id,price,condition,availability,channel,feed label,language,additional image link,all clicks,brand,description,image link,link,rating average,rating count,shipping(country),new_title,meta_description,image_alt
Sable Bourbon Whiskey Stright Bourbon,66a9e45c466d83030f780ca0,59.99 USD,new,in stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/product_details/680aa04e0d9a502956dcb736/primary_image/large.png?sig=d1e8417ead7e05bf8606aefbfa1e23504c7b405859d8ed97eb5042f762287c08?format=square",19,Whiskey,"Get Sable Bourbon Whiskey Stright Bourbon from Legacy Wine and Liquor, Sanford, FL for $59.99",https://cityhive-production-cdn.cityhive.net/product_details/680aa04e0d9a502956dcb736/primary_image/large.png?sig=d1e8417ead7e05bf8606aefbfa1e23504c7b405859d8ed97eb5042f762287c08,https://legacywineandliquor.com/shop/product/sable-bourbon-whiskey-stright-bourbon/66a9e45c466d83030f780ca0?option-id=29b6741b97b4e8064ebbd10c5631f821660b22868531a465a626cfe02e2b94a3,5.0,1.0,US,Sable Straight Bourbon Whiskey - Premium & Rich Flavor,,Meta: Discover Sable Straight Bourbon Whiskey at Legacy Wine & Liquor. Buy now for $59.99 and savor the rich taste. Perfect for whiskey enthusiasts!
Legacy Wine and Liquor,64e7b1e60d83702d9ad1328c,19.99 USD,new,in stock,Online,US,en,,0,,"Legacy Wine & Liquor offers premium wines, spirits, and rare finds. Same-day pickup or delivery across Sanford, FL. Shop bourbon, tequila, wine, and more.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/seagrams-vo-black-blended-canadian-whisky/64e7b1e60d83702d9ad1328c?option-id=926d2135b8b2422faafa3bfad5488f583889bec970bfec8ad982733cc4f7c928&utm_source=winesearcher&utm_medium=feed,,,US,Premium Wines & Spirits | Legacy Wine & Liquor Sanford,,"Meta: Discover premium wines & spirits at Legacy Wine & Liquor. Shop now for same-day pickup or delivery in Sanford, FL. Explore bourbon, tequila & more."
Swisher Sweets Leaf Honey,5d83c9e0ce8e9e2cce635d11,2.29 USD,new,in stock,Online,US,en,,1,Swisher Sweet,"Get Swisher Sweets Leaf Honey from Legacy Wine and Liquor, Sanford, FL for $2.29",https://cityhive-production-cdn.cityhive.net/products/60d3f382d939f81a9bee814d/large.png?format=square,https://legacywineandliquor.com/shop/product/swisher-sweets-leaf-honey/5d83c9e0ce8e9e2cce635d11?option-id=aaa25ba4d8a0202dcfbee7a240e534fd8063fcfff49198c65ff24cdeaa036248,,,US,Swisher Sweets Honey Leaf Cigars - Smooth & Sweet,,Meta: Discover Swisher Sweets Honey Leaf Cigars at Legacy Wine and Liquor. Buy now for just $2.29!
Bordeaux Chateaux Colletion Wines,672e285b6b479942a29a7f4e,34.99 USD,new,in stock,Online,US,en,,0,,"Get Bordeaux Chateaux Colletion Wines from Legacy Wine and Liquor, Sanford, FL for $34.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/bordeaux-chateaux-colletion-wines/672e285b6b479942a29a7f4e?option-id=5e0544571e2ae22c2b3cf88b55e45588c63814ce1efa76a97b3943693baa761e,,,US,Premium Bordeaux Chateaux Collection Wines Online,,Meta: Discover Bordeaux Chateaux Collection at Legacy Wine & Liquor. Shop now for $34.99!
Baileys Irish Cream,618e8f4fe6047f6fa2b4d483,28.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/5fbd5dd86774eb2667ef9af9/large.png?format=square,0,Baileys,"""Best Buy! The nose is nutty; aeration brings out some spice. The palate entry continues with the nut-fest; at midpalate the flavors of cocoa bean, café au lait, Brazil nut and Christmas spices take flight. Concludes chocolaty. "" 90-95we",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/baileys-irish-cream/618e8f4fe6047f6fa2b4d483?option-id=bb028314e8b8d57fb4c7251d0381fe000b681d51534f39e6d06040d85ec3aa33,,,US,Baileys Irish Cream Liqueur - Nutty & Spiced Delight,,"Meta: Discover Baileys Irish Cream at Best Buy! Indulge in nutty, spiced flavors. Shop now for a taste of luxury."
Tripping Animals In Bocca In Bocca,6610c1913d96372edfed8de3,14.99 USD,new,out of stock,Online,US,en,,0,Tripping Animals Brewing Co.,"Get Tripping Animals In Bocca In Bocca from Legacy Wine and Liquor, Sanford, FL for $14.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/tripping-animals-in-bocca-in-bocca/6610c1913d96372edfed8de3?option-id=90b91c0f5e0b0cdf45b25af0d347040f49938d567a1cc3605fe04a445474c30e,,,US,Tripping Animals In Bocca Craft Beer - Buy Online Now,,Meta: Discover Tripping Animals In Bocca at Legacy Wine & Liquor. Order now for just $14.99. Perfect for craft beer enthusiasts!
Sprite,585852f039e21c3fb6d12078,8.99 USD,new,in stock,Online,US,en,,0,Sprite,"Designers, artists, musicians, athletes. Tastemakers, changemakers and trend-setters. They’ve all got something in common—a thirst. For cutting through the noise with a perspective all their own. And Sprite helps them quench that thirst.
It’s a one-of-a-kind, citrus soda that’s got a lemon-lime flavor made with cut through refreshment, making sure you’re ready to leave your mark.
How? By keeping it real. Just like you do, an iconic flavor, and whatever you can think of next.​ It’s all you need to pursue your passions—a moment to take a sip, refresh your senses, and get back to pushing the boundaries wherever you go.
Sprite has been the clear choice for lemon-lime soda lovers since 1961. It’s made with 100% natural flavors and comes in a variety of sizes and flavors, leaving something for everyone.
So, pick up a 12oz can 12 pack of caffeine-free Sprite soda today and make your mark.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/sprite/585852f039e21c3fb6d12078?option-id=21c71147ada0959195e3583cd7537e071b0322f505898261f53be4c38db2bc32,5.0,4.0,US,Refreshing Sprite Lemon-Lime Soda - 12oz 12 Pack,,Meta: Discover Sprite's iconic lemon-lime flavor with 100% natural ingredients. Refresh your senses today with our caffeine-free 12oz can 12 pack. Shop now!
Foundation El Gueguenese,66117ace7dceb61af29413f2,12.99 USD,new,in stock,Online,US,en,,0,,"Get Foundation El Gueguenese from Legacy Wine and Liquor, Sanford, FL for $12.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/foundation-el-gueguenese/66117ace7dceb61af29413f2?option-id=f720450a48bddcc63e9f87c3cfdf34dc0040be0170b3a0d44741e8b98295f707,,,US,Foundation El Gueguenese Wine - Buy Online at Legacy Wine & Liquor,Discover Foundation El Gueguenese at Legacy Wine & Liquor. Shop now for just $12.99 and elevate your wine collection.,Foundation El Gueguenese wine bottle from Legacy Wine & Liquor
Zyn Citrus 6mg,5ddddcc79732ae2e7d8c37fd,5.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/60c3cd4ad459247c5bef6175/large.png?format=square,0,Cigar,A slightly tart blend of lemon and lime flavors with a hint of sweetness.,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/zyn-citrus-6mg/5ddddcc79732ae2e7d8c37fd?option-id=f7968fd713f72ff428d43dd9dfa833401a4357e913d5d0dd79729e98b6c9e808,,,US,Zyn Citrus Nicotine Pouches 6mg - Lemon & Lime Flavor,,Meta: Discover Zyn's Citrus 6mg pouches at [Brand]. Enjoy a refreshing lemon-lime taste. Shop now for a zesty nicotine experience!
Hell House American Legend Lynard Skynard Whiskey,64d68c1b24bb5a301f2b32a4,45.99 USD,new,in stock,Online,US,en,,0,,"Get Hell House American Legend Lynard Skynard Whiskey from Legacy Wine and Liquor, Sanford, FL for $45.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/hell-house-american-legend-lynard-skynard-whiskey/64d68c1b24bb5a301f2b32a4?option-id=ea27210da6bef3b16138386b57c6cefe9ab937e4d4412d991d7655c346a6d694,,,US,Lynyrd Skynyrd Hell House Whiskey - American Legend,,Meta: Discover Lynyrd Skynyrd Hell House Whiskey at Legacy Wine & Liquor. Buy now for $45.99!
Connecticut Reserve No 1 Grey Ghost,66118ee419fcf5420da02b41,11.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,0,,"Get Connecticut Reserve No 1 Grey Ghost from Legacy Wine and Liquor, Sanford, FL for $11.99",https://cityhive-production-cdn.cityhive.net/product_details/668a0439d4366029087d1dbc/primary_image/large.png?sig=27e6b98e9f83ce116021042097866f959a69819afba08afa745ce4d94a6f9c67,https://legacywineandliquor.com/shop/product/connecticut-reserve-no-1-grey-ghost/66118ee419fcf5420da02b41?option-id=df08fde46c0a375adc3fa885afafd509fabb22973ca35c25526551b3f92583e5,,,US,Connecticut Reserve No 1 Grey Ghost Wine - Buy Online Now,,Meta: Discover Connecticut Reserve No 1 Grey Ghost at Legacy Wine. Order today for just $11.99. Elevate your collection with this exquisite choice!
Razz Ltx Disp Fire & Ice 25k,674a40c9a6c5c81405eb624c,22.99 USD,new,in stock,Online,US,en,,0,,"Get Razz Ltx Disp Fire & Ice 25k from Legacy Wine and Liquor, Sanford, FL for $22.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/razz-ltx-disp-fire-ice-25k/674a40c9a6c5c81405eb624c?option-id=80246e5049d2cfed74217b3488adb99c2e1222506a75cfbd806ecee3b1b34520,,,US,Razz Ltx Fire & Ice 25k - Legacy Wine & Liquor Exclusive,,"Meta: Discover Razz Ltx Fire & Ice 25k at Legacy Wine & Liquor, Sanford. Buy now for $22.99 and enjoy a unique taste experience!"
Popov Vodka,5d37b1ccc9bb18659ea87be0,15.99 USD,new,out of stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/6053025b92172d329825658c/large.png?format=square,0,Popov Vodka,"Popov is a special blend of select ingredients with a remarkably smooth taste that is great for mixing, straight up or on the rocks. This premium blend vodka is carefully distilled with select ingredients and then filtered through selected charcoal for a smooth, crisp and versatile profile, pairing well with a variety of mixers. Great for gatherings. A nice value.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/popov-vodka/5d37b1ccc9bb18659ea87be0?option-id=30a5000663d62e1a1c7282ab8d10d3814269a5d1e9eed85647e0b5d2b81965bb,5.0,1.0,US,"Popov Vodka - Smooth, Premium Blend for Mixing & Sipping",,Meta: Discover Popov Vodka's smooth taste. Perfect for mixing or sipping. Shop now for premium quality at a great value. Elevate your gatherings!
Jose Cuervo Golden Grapefruit Margarita RTD,5865385abfb2414f6151cbc7,19.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/5d7821a4f59ea21819cb63c1/large.png?format=square,0,,"Jose Cuervo Golden Margarita Grapefruit brings a tangy extra refreshment to the classic margarita. Its flavor is of mellow sweet grapefruit and agave blends with oranges, oak and lemon zest before finishing tart lime with a slight bitter finish. Just chill, pour and serve, or blend with ice!",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/jose-cuervo-golden-grapefruit-margarita-rtd/5865385abfb2414f6151cbc7?option-id=82836aa1aeea3b56507a5caa20bd35edf0af8c36bcabe1a83f386df18341bd49,,,US,Jose Cuervo Grapefruit Margarita RTD - Refreshing & Tangy,Discover Jose Cuervo's Grapefruit Margarita RTD. Enjoy a tangy twist on the classic. Order now for a refreshing experience!,Jose Cuervo Golden Grapefruit Margarita Ready-to-Drink Bottle
Exclusiv Cherry Vodka,58a746ee01ff95307e9d5ee9,18.99 USD,new,out of stock,Online,US,en,,0,Exclusiv,"Imported from Moldova, a country in Eastern Europe located between Romania and Ukraine, Exclusiv Vodka is produced using only the best ""winter wheat,"" the first wheat of the year that can be taken from the ground. The result is a natural sweetness that has developed under the cover of snow, untouched by the elements. Additionally, Exclusiv uses the purest, most naturally filtrated water that passes through the limestone mountains of Central Europe.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/exclusiv-cherry-vodka/58a746ee01ff95307e9d5ee9?option-id=093c2f175a10fb16d12690f91c5b2db4a10590b3a0328c18cde97e8fd45f5717,,,US,Premium Moldovan Cherry Vodka - Exclusiv Brand,,Meta: Discover Exclusiv Cherry Vodka from Moldova. Enjoy natural sweetness and purity. Shop now for a unique taste experience!
Raz Dc25 Frozen Drgn Lemon,66cb2cb1583f3341b9eb44ff,14.99 USD,new,in stock,Online,US,en,,0,,"Get Raz Dc25 Frozen Drgn Lemon from Legacy Wine and Liquor, Sanford, FL for $14.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/raz-dc25-frozen-drgn-lemon/66cb2cb1583f3341b9eb44ff?option-id=2af65709350b7dded8591dedc714b411fd18ffc3545b8fc0ab4b5120df207196,,,US,Raz DC25 Frozen Dragon Lemon Vape - Refreshing Flavor,,Meta: Discover Raz DC25 Frozen Dragon Lemon at Legacy Wine & Liquor. Buy now for $14.99!
Diplomático Mantuano Rum,653eedff8b05e377ea52ec90,27.99 USD,new,in stock,Online,US,en,https://cityhive-production-cdn.cityhive.net/products/67f703a79db3bd4db2e84d97/large.png?format=square,0,Diplomático,"Diplomatico Mantuano Rum is the ideal choice for rum-lovers who want to elevate their drinks in everyday occasions. A superbly balanced, rich and complex blend, this dark rum offers a refined taste with notes of dried fruits and oak. Vanilla and delicate spiciness on the palate lead to a balanced and slightly dry finish. Years of experience and tradition are put into creating this unique and complex Diplomatico Rum. Its refined taste is inspired by the “mantuanos”, Venezuelan nobleman in the 19th century renowned for their discernment and good taste. Bursting with indulgent notes, this versatile rum is perfect for mixing in flavorful long drinks or twists on classic cocktails. Enjoy this liquor neat, on the rocks or in sophisticated alcohol drinks like a Diplomatico Moscow Mule, Mai Tai or Negroni cocktail. This aged rum is perfect for sharing on special occasions and makes an impressive gift for family and friends. Please Drink Responsibly.",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/diplom-tico-mantuano-rum/653eedff8b05e377ea52ec90?option-id=ccc0c6f43fc3abe43064bd59481f33e66756352c6c3d4bd89ac6a133733c46d6,,,US,"Diplomático Mantuano Rum - Rich, Complex Dark Rum Blend",,"Meta: Discover Diplomático Mantuano Rum by Diplomatico. Elevate your cocktails with this rich, complex blend. Perfect for gifting. Shop now!"
Geek Max Vap Waterml Ice 20k,680fbc2814504b7402dcaafb,10.99 USD,new,in stock,Online,US,en,,0,Watermelon,"Get Geek Max Vap Waterml Ice 20k from Legacy Wine and Liquor, Sanford, FL for $10.99",https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://legacywineandliquor.com/shop/product/geek-max-vap-waterml-ice-20k/680fbc2814504b7402dcaafb?option-id=b87ec63137ec5d11b282ec32066319f7e72b77d88e27dcd647211511dc129039,,,US,Geek Max Vap Watermelon Ice 20k - Refreshing Vape Experience,,"Meta: Discover Geek Max Vap Watermelon Ice 20k at Legacy Wine & Liquor. Buy now for just $10.99 and enjoy a cool, refreshing vape!"
G4 Blanco Tequila,5b131996b2308460b5c3d12d,59.99 USD,new,out of stock,Online,US,en,,0,,Made exclusively from a 50/50 mixture of collected rainwater and spring water. Produced by fourth-generation Master Distiller Felipe Camarena.,https://cityhive-production-cdn.cityhive.net/products/6525976bafda702bf05dd791/large.png?format=square,https://legacywineandliquor.com/shop/product/g4-blanco-tequila/5b131996b2308460b5c3d12d?option-id=7443d4491b4040faa2a8e1cfe399f2ff042e7f6fe8bf06e940ae968e8057c506,4.5,8.0,US,"Premium G4 Blanco Tequila - Pure, Handcrafted Spirit",Discover G4 Blanco Tequila by Felipe Camarena. Enjoy a unique blend of rain & spring water. Shop now for an authentic taste.,G4 Blanco Tequila bottle with premium handcrafted label
818 Tequila Blanco by Kendall Jenner,60a535f6bd05196e1525bfbd,44.99 USD,new,out of stock,Online,US,en,"https://cityhive-production-cdn.cityhive.net/web_assets/6850f1985e241c28ff3f4ea1.png?1750135192,https://cityhive-production-cdn.cityhive.net/products/65ce0f25b64cf5749d776bfd/large.png?format=square",0,,"Hand-picked by jimadores from family-owned farms in Jalisco; cooked in adobe brick ovens; aged in French oak barrels; and brought to you and your family straight from ours. We value every step of our process and respect those who make it possible, all while fulfilling our commitment to the earth. Ultimately, we are left with our award-winning 818, some of the smoothest and most enjoyable tequila in the world. Founded by Kendall Jenner Tequila

16 tasting awards at 6 international spirits competitions including Gold Medal and Best Reposado at the World Tequila Awards",https://cityhive-production-cdn.cityhive.net/products/65ce0f25b64cf5749d776bfd/large.png,https://legacywineandliquor.com/shop/product/818-tequila-blanco-by-kendall-jenner/60a535f6bd05196e1525bfbd?option-id=62c896c6734d8827fc42946af4541ef5102de96c9dddba618710c167c72a3d13,4.1,10.0,US,818 Tequila Blanco by Kendall Jenner - Award-Winning Smooth Tequila,Discover 818 Tequila Blanco by Kendall Jenner. Award-winning taste. Order now for a smooth tequila experience!,818 Tequila Blanco bottle by Kendall Jenner with award-winning label
